id,status_update,created_by,created_time,media_url,posted_ip,privacy_settings,post_status
365,"Two Riverside, California homes are up for grabs for a buck. But here’s the catch...",581,2021-06-12T02:48:13Z,http://dummyimage.com/930x1645.png/dddddd/000000,158.31.215.231,anyone,active
366,Here’s all you need to know about the Florida campaign: amidst the blizzard of campaign ads there was only one positive pro-Romney ad — a single Spanish language TV ad.,290,2021-04-28T06:25:37Z,http://dummyimage.com/403x1673.png/ff4444/ffffff,53.203.133.142,me,active
367,"Gingrich has taken 2nd, Santorum 3rd, and Paul 4th.",434,2021-07-27T21:32:03Z,http://dummyimage.com/1804x748.png/ff4444/ffffff,119.224.47.77,friends,deleted
368,"Mitt Romney’s presidential campaign has been informed that it will start receiving Secret Service protection on Thursday, two campaign sources and a senior Republican with ties to the campaign tell ABC News.",592,2021-04-10T12:30:05Z,http://dummyimage.com/1127x114.png/cc0000/ffffff,146.159.203.108,anyone,draft
369,A look at the seven best 'gets' by the TSA so far this year.,839,2021-04-23T07:26:24Z,http://dummyimage.com/1814x1257.png/ff4444/ffffff,232.24.206.199,friends,draft
370,An ultrasound zap may act as male birth control in the future.,746,2020-11-19T02:03:39Z,,228.219.58.66,anyone,deleted
371,"Don Cornelius, the man who created Soul Train, was reportedly found dead Wednesday morning at his Los Angeles home.",662,2021-03-05T05:42:56Z,http://dummyimage.com/950x368.png/cc0000/ffffff,96.202.220.84,me,deleted
372,The average cost of Super Bowl XLVI ads are up 17 percent from a year ago... to $3.5 million for a 30-second spot.,125,2021-08-23T05:14:12Z,http://dummyimage.com/740x495.png/cc0000/ffffff,75.23.225.235,me,deleted
373,GOP front-runner Mitt Romney said this morning that he’s not concerned about the plight of the country’s very poor.,603,2021-06-16T23:29:02Z,http://dummyimage.com/936x422.png/dddddd/000000,42.240.59.192,me,draft
374,"According to an investigative report conducted by the U.S. House Energy and Commerce Committee, salons are not telling the truth about the risks of indoor bronzing.",414,2021-05-14T03:40:30Z,http://dummyimage.com/597x808.png/cc0000/ffffff,95.88.115.134,anyone,draft
375,"Leslie Carter, the sister of Nick and Aaron Carter of Backstreet Boys fame, died Tuesday in upstate New York.",551,2021-06-03T00:20:54Z,http://dummyimage.com/1772x1093.png/5fa2dd/ffffff,121.197.0.97,anyone,deleted
376,Pfizer recalls some lots after finding placebos mixed in with active pills.,663,2021-03-07T12:02:57Z,http://dummyimage.com/300x1989.png/5fa2dd/ffffff,74.117.204.74,me,draft
377,"They got him. The protestors known for throwing glitter on former presidential candidates Michele Bachmann, Newt Gingrich and Tim Pawlenty succeeded today in covering Mitt Romney with the colorful confetti.",300,2020-09-23T15:35:11Z,http://dummyimage.com/1069x1767.png/cc0000/ffffff,164.159.118.93,anyone,draft
378,Company could start selling stock in May.,181,2020-09-28T19:51:24Z,http://dummyimage.com/173x1794.png/ff4444/ffffff,7.102.160.246,anyone,active
379,"McDonald’s has announced that it will be discontinuing the use of the controversial meat product known as boneless lean beef trimmings in its burgers. The product was recently brought to the attention of the public by celebrity chef Jamie Oliver, who derisively referred to it as “pink slime” on an e...",171,2021-02-20T01:49:01Z,http://dummyimage.com/1443x261.png/dddddd/000000,13.214.40.105,me,deleted
380,"(Image Credit: Lenny Ignelzi/AP Photo) A small quantity of radioactive gas leaked inside one of the buildings at San Onofre nuclear power plant north of San Diego, according to a spokesman for the Nuclear Regulatory ...",547,2020-11-18T15:21:42Z,,48.68.7.9,friends,deleted
381,"TEL AVIV – A couple living in the West Bank has been indicted for keeping the husband’s daughter locked up in small dark rooms for 10 years. The State Attorney’s office in the Israeli town of Petah Tikva filed charges Tuesday against the couple, both Israeli-Arabs, for locking up the now 22-year-old...",774,2020-12-07T19:48:51Z,,131.80.251.215,me,deleted
382,"(Getty Images) WOODLAND PARK, Colo. – GOP contender Rick Santorum had a heated exchange with a mother and her sick young son Wednesday, arguing that drug companies were entitled to charge whatever the market demanded for life-saving therapies. Santorum, himself the father of a child with a rare gene...",347,2021-08-17T21:39:15Z,http://dummyimage.com/412x1535.png/cc0000/ffffff,115.72.173.161,me,deleted
383,"The wife of a soldier returning from his third deployment in Iraq is “sick” that alleged squatters took over her house and sold off her possessions in a yard sale. Hollie Burbank was relocating her family from Splendora, Texas, to the military base of Fort Hood, Texas, now that her husband has retu...",293,2020-11-24T19:24:03Z,http://dummyimage.com/218x1867.png/5fa2dd/ffffff,36.141.45.236,me,active
384,"A tug-of-war over a five-year-old boy is at the center of a national debate over parental rights and immigration, and a sign of what critics say is a growing trend in which immigrants are being deemed unfit parents because they crossed the border illegally.",41,2021-06-28T00:12:03Z,http://dummyimage.com/1683x1921.png/cc0000/ffffff,13.15.197.47,friends,deleted
385,The fifth and final volume of the book will be released in March.,214,2021-07-07T11:22:48Z,http://dummyimage.com/1798x1693.png/cc0000/ffffff,221.24.51.211,anyone,deleted
386,Nearly five thousand revelers hoping for an early spring were disappointed today after Punxsutawney Phil saw his shadow. But those winter jackets may be able to go in the closet sooner than the forecasting groundhog has to say. It turns out the ultimate prognosticator– and his copycat counterparts–...,487,2020-10-10T09:08:00Z,http://dummyimage.com/1356x585.png/5fa2dd/ffffff,155.142.156.185,anyone,draft
387,Multiple procedures requiring anesthesia could increase risk for ADHD.,937,2021-08-07T03:48:14Z,http://dummyimage.com/1819x480.png/5fa2dd/ffffff,22.129.78.64,anyone,active
388,"Donald Trump will endorse Mitt Romney in Las Vegas on Thursday, sources familiar with the decision tell ABC News.",362,2021-01-30T07:01:45Z,http://dummyimage.com/1830x1752.png/5fa2dd/ffffff,178.212.43.30,me,active
389,John Goodman's tactic puts court in 'legal twilight zone.',633,2021-02-15T21:20:07Z,http://dummyimage.com/507x1992.png/dddddd/000000,154.147.158.156,me,deleted
390,National 'mexican-type' food chain identified in October outbreak investigation.,640,2021-08-29T21:46:19Z,http://dummyimage.com/1060x1481.png/5fa2dd/ffffff,43.136.92.224,friends,deleted
391,A suicidal-sounding status update in Danny Manes’ Facebook newsfeed caught the Colorado teen’s eye.,347,2020-10-02T22:18:14Z,http://dummyimage.com/106x233.png/5fa2dd/ffffff,6.117.116.67,anyone,active
392,Choe said he thought at the time that the idea of Facebook was “ridiculous and pointless.”,457,2020-09-27T21:44:55Z,http://dummyimage.com/1627x1295.png/5fa2dd/ffffff,202.249.61.190,friends,deleted
393,"First, the Tiger Mom made us feel like we’re not tough enough, now French moms in “Bringing Up Bebe” are making us feel like we’re not mothering, we’re smothering. The truth is American moms take parenting seriously, so maybe it’s buzzy because the truth hurts. Both critiques suggest that we Ameri...",495,2021-01-28T23:32:33Z,http://dummyimage.com/413x1615.png/cc0000/ffffff,79.141.124.89,anyone,active
394,These noteable investors stand to make millions when Facebook goes public.,547,2020-11-11T08:37:33Z,http://dummyimage.com/188x1356.png/ff4444/ffffff,187.221.88.175,anyone,active
395,Action Pad commercial shows Jobs' lookalike with angel's halo and wings.,677,2020-10-18T17:37:45Z,http://dummyimage.com/845x371.png/cc0000/ffffff,151.99.34.80,friends,active
396,Support is pouring in for a California man who was denied a new kidney.,240,2020-10-22T08:05:02Z,http://dummyimage.com/1027x400.png/cc0000/ffffff,128.6.41.155,friends,draft
397,"Increase in Crime, Traffic, Sex Offenders, 'Man Camps'",751,2021-03-20T11:12:55Z,http://dummyimage.com/1060x1071.png/ff4444/ffffff,114.33.46.192,me,active
398,"Employers added 243,000 jobs in January, pushing unemployment rate down to 8.3 percent",244,2021-07-14T06:28:22Z,http://dummyimage.com/1258x1020.png/ff4444/ffffff,93.202.67.221,friends,active
399,Lessons learned from the SOPA and PIPA 'blackouts.',492,2021-03-02T20:54:55Z,http://dummyimage.com/367x1051.png/dddddd/000000,151.174.3.201,anyone,active
400,Antarctica is so vast that the pictures give you no sense of scale.,9,2020-09-26T02:19:20Z,http://dummyimage.com/685x781.png/5fa2dd/ffffff,18.55.161.7,me,draft
401,The Susan G. Komen for the Cure Foundation apologized for cutting off funding from Planned Parenthood amid intense backlash against the nation’s largest breast cancer organization.,441,2020-12-16T16:22:08Z,http://dummyimage.com/634x343.png/ff4444/ffffff,124.241.7.197,friends,draft
402,Amy Zvovushe said her employer said her pregnancy would lead to her resignation.,292,2021-06-01T16:25:11Z,http://dummyimage.com/352x1032.png/cc0000/ffffff,120.123.44.47,me,active
403,Distant planet might be the most likely yet found to have liquid water.,696,2021-04-17T03:52:21Z,http://dummyimage.com/1096x674.png/ff4444/ffffff,243.127.40.89,friends,draft
404,Terror threat to 'soft' US Jewish targets rising.,522,2021-08-26T03:55:33Z,,8.55.51.223,friends,draft
405,"What’s in a name? A lot, according to the more-than-4,200 people who took the time to vote in Facebook poll to determine what two parents should name their newborn baby daughter.",21,2021-06-15T02:39:59Z,http://dummyimage.com/1834x574.png/cc0000/ffffff,69.140.159.246,anyone,deleted
406,A fallen hero's final words.,946,2021-05-26T21:30:53Z,http://dummyimage.com/564x1308.png/cc0000/ffffff,201.225.97.148,friends,deleted
407,"Baby Lisa Irwin disappeared from her Missouri bedroom on Oct. 3, 2011.",831,2021-04-05T00:47:02Z,http://dummyimage.com/1060x1648.png/dddddd/000000,54.169.127.178,me,draft
408,Unbreakable' Tumblr features photos of victims recounting their attacks.,1000,2020-09-13T12:18:33Z,http://dummyimage.com/398x1247.png/5fa2dd/ffffff,59.14.169.160,anyone,active
409,Roseanne Barr is not kidding around.,506,2021-04-09T19:51:02Z,http://dummyimage.com/664x1487.png/cc0000/ffffff,156.59.79.223,friends,deleted
410,(Image Credit: Saul Loeb/Getty Images) Vice President Joe Biden confessed this weekend that he advised President Obama not to launch the mission...,712,2021-06-23T19:30:38Z,http://dummyimage.com/1981x467.png/cc0000/ffffff,49.43.125.183,friends,active
411,Fans brave their way toward last-minute Super Bowl tickets.,128,2021-02-04T04:27:52Z,http://dummyimage.com/1406x625.png/5fa2dd/ffffff,252.26.115.22,friends,active
412,"Image Credit: Reed Saxon/AP Photo ABC News’ Ben Forer and Enjoli Francis report: Now that Heather Peters has won $9,867 in small-claims court against Honda because her 2006 Civic Hybrid had failed to live up to the advertised mileage, others are tempted to file their own complaints in small claim...",597,2021-02-15T11:57:35Z,http://dummyimage.com/1896x536.png/ff4444/ffffff,225.220.163.80,me,active
413,Doctors discovered Navarro was an illegal alien and called off surgery.,477,2021-05-27T15:08:16Z,,82.167.24.128,me,deleted
414,"People from around the world visit Nevada for one overarching reason: They’re looking to win big. The four remaining GOP candidates – Mitt Romney, Newt Gingrich, Rick Santorum and Ron Paul – are hoping for the same outcome in Saturday’s caucuses. Nevada hosts the fifth voting contest of the 2012 pri...",318,2021-02-23T18:30:59Z,http://dummyimage.com/576x1424.png/dddddd/000000,132.200.153.30,anyone,deleted
415,Kick your diet to the curb with these indulgent recipes.,129,2020-12-08T00:44:57Z,http://dummyimage.com/1217x1807.png/ff4444/ffffff,168.96.0.202,friends,active
416,"ABC News A North Carolina woman read the Bible to her attacker for an hour and a half after he slashed her throat before the man apologized and left. Lindsay Wood, 32, of She...",629,2021-05-07T07:59:55Z,http://dummyimage.com/1159x557.png/dddddd/000000,38.183.148.205,anyone,deleted
417,"The United States is “disgusted” by Russia and China’s decision to veto a U.N. Security Council resolution today that called for an immediate end to the violence in Syria, U.S. Ambassador to the U.N. Susan Rice said today. The Security Council vote today came on one of the bloodiest days of the popu...",314,2021-07-03T01:48:07Z,http://dummyimage.com/1246x1105.png/5fa2dd/ffffff,180.23.108.207,friends,active
418,"Kathleen Connell, who turned 100 last week, with her Nintendo DS.",157,2021-04-19T05:30:08Z,http://dummyimage.com/279x508.png/ff4444/ffffff,13.223.92.25,friends,active
419,"Tucson Police Department A Tucson, Ariz., man was arrested after a foul odor led police to discover he had been living with his mother’s decomposing corpse. “The person was found in a bathtub...",419,2021-05-21T11:11:27Z,http://dummyimage.com/1208x752.png/dddddd/000000,134.152.98.244,me,deleted
420,Northwestern study shows playing instrument helps 'neural processing.',628,2020-12-10T09:31:11Z,http://dummyimage.com/1918x1392.png/dddddd/000000,179.159.228.14,anyone,draft
